"Código","Unidade Territorial","UF","Referência","Pessoas com deficiência (PCD) que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"120001","ACRELÂNDIA","AC","06/2020","157"
"120001","ACRELÂNDIA","AC","08/2020","160"
"120001","ACRELÂNDIA","AC","10/2020","161"
"120001","ACRELÂNDIA","AC","11/2020","138"
"120001","ACRELÂNDIA","AC","12/2020","136"
"120001","ACRELÂNDIA","AC","09/2020","159"
"120001","ACRELÂNDIA","AC","04/2020","154"
"120001","ACRELÂNDIA","AC","01/2020","111"
"120001","ACRELÂNDIA","AC","07/2020","157"
"120001","ACRELÂNDIA","AC","02/2020","149"
"120001","ACRELÂNDIA","AC","03/2020","153"
"120001","ACRELÂNDIA","AC","05/2020","152"
"120005","ASSIS BRASIL","AC","07/2020","113"
"120005","ASSIS BRASIL","AC","09/2020","115"
"120005","ASSIS BRASIL","AC","11/2020","115"
"120005","ASSIS BRASIL","AC","12/2020","114"
"120005","ASSIS BRASIL","AC","05/2020","112"
"120005","ASSIS BRASIL","AC","10/2020","115"
"120005","ASSIS BRASIL","AC","01/2020","113"
"120005","ASSIS BRASIL","AC","02/2020","111"
"120005","ASSIS BRASIL","AC","03/2020","111"
"120005","ASSIS BRASIL","AC","04/2020","111"
"120005","ASSIS BRASIL","AC","06/2020","114"
"120005","ASSIS BRASIL","AC","08/2020","115"
"120010","BRASILÉIA","AC","09/2020","694"
"120010","BRASILÉIA","AC","11/2020","688"
"120010","BRASILÉIA","AC","10/2020","689"
"120010","BRASILÉIA","AC","06/2020","689"
"120010","BRASILÉIA","AC","01/2020","676"
"120010","BRASILÉIA","AC","02/2020","677"
"120010","BRASILÉIA","AC","03/2020","676"
"120010","BRASILÉIA","AC","04/2020","678"
"120010","BRASILÉIA","AC","05/2020","681"
"120010","BRASILÉIA","AC","07/2020","689"
"120010","BRASILÉIA","AC","08/2020","692"
"120010","BRASILÉIA","AC","12/2020","684"
"120013","BUJARI","AC","09/2020","97"
"120013","BUJARI","AC","07/2020","99"
"120013","BUJARI","AC","12/2020","95"
"120013","BUJARI","AC","11/2020","97"
"120013","BUJARI","AC","10/2020","97"
"120013","BUJARI","AC","08/2020","98"
"120013","BUJARI","AC","06/2020","99"
"120013","BUJARI","AC","05/2020","99"
"120013","BUJARI","AC","04/2020","99"
"120013","BUJARI","AC","03/2020","100"
"120013","BUJARI","AC","02/2020","97"
"120013","BUJARI","AC","01/2020","99"
"120017","CAPIXABA","AC","03/2020","57"
"120017","CAPIXABA","AC","01/2020","58"
"120017","CAPIXABA","AC","08/2020","61"
"120017","CAPIXABA","AC","06/2020","57"
"120017","CAPIXABA","AC","09/2020","60"
"120017","CAPIXABA","AC","10/2020","60"
"120017","CAPIXABA","AC","05/2020","57"
"120017","CAPIXABA","AC","04/2020","57"
"120017","CAPIXABA","AC","07/2020","60"
"120017","CAPIXABA","AC","11/2020","60"
"120017","CAPIXABA","AC","12/2020","60"
"120017","CAPIXABA","AC","02/2020","57"
"120020","CRUZEIRO DO SUL","AC","01/2020","2851"
"120020","CRUZEIRO DO SUL","AC","02/2020","2810"
"120020","CRUZEIRO DO SUL","AC","03/2020","2836"
"120020","CRUZEIRO DO SUL","AC","04/2020","2842"
"120020","CRUZEIRO DO SUL","AC","05/2020","2846"
"120020","CRUZEIRO DO SUL","AC","06/2020","2861"
"120020","CRUZEIRO DO SUL","AC","07/2020","2858"
"120020","CRUZEIRO DO SUL","AC","08/2020","2864"
"120020","CRUZEIRO DO SUL","AC","09/2020","2871"
"120020","CRUZEIRO DO SUL","AC","10/2020","2859"
"120020","CRUZEIRO DO SUL","AC","12/2020","2849"
"120020","CRUZEIRO DO SUL","AC","11/2020","2861"
"120025","EPITACIOLÂNDIA","AC","02/2020","305"
"120025","EPITACIOLÂNDIA","AC","06/2020","306"
"120025","EPITACIOLÂNDIA","AC","12/2020","304"
"120025","EPITACIOLÂNDIA","AC","11/2020","306"
"120025","EPITACIOLÂNDIA","AC","09/2020","307"
"120025","EPITACIOLÂNDIA","AC","08/2020","307"
"120025","EPITACIOLÂNDIA","AC","07/2020","303"
"120025","EPITACIOLÂNDIA","AC","04/2020","306"
"120025","EPITACIOLÂNDIA","AC","10/2020","306"
"120025","EPITACIOLÂNDIA","AC","03/2020","306"
"120025","EPITACIOLÂNDIA","AC","01/2020","309"
"120025","EPITACIOLÂNDIA","AC","05/2020","306"
"120030","FEIJÓ","AC","10/2020","919"
"120030","FEIJÓ","AC","08/2020","923"
"120030","FEIJÓ","AC","07/2020","920"
"120030","FEIJÓ","AC","06/2020","917"
"120030","FEIJÓ","AC","05/2020","908"
"120030","FEIJÓ","AC","11/2020","918"
"120030","FEIJÓ","AC","12/2020","911"
"120030","FEIJÓ","AC","04/2020","904"
"120030","FEIJÓ","AC","01/2020","901"
"120030","FEIJÓ","AC","02/2020","902"
"120030","FEIJÓ","AC","03/2020","903"
"120030","FEIJÓ","AC","09/2020","921"
"120032","JORDÃO","AC","06/2020","35"
"120032","JORDÃO","AC","10/2020","32"
"120032","JORDÃO","AC","03/2020","35"
"120032","JORDÃO","AC","12/2020","31"
"120032","JORDÃO","AC","11/2020","32"
"120032","JORDÃO","AC","09/2020","33"
"120032","JORDÃO","AC","08/2020","35"
"120032","JORDÃO","AC","07/2020","33"
"120032","JORDÃO","AC","05/2020","35"
"120032","JORDÃO","AC","04/2020","35"
"120032","JORDÃO","AC","02/2020","35"
"120032","JORDÃO","AC","01/2020","38"
"120033","MÂNCIO LIMA","AC","09/2020","188"
"120033","MÂNCIO LIMA","AC","03/2020","188"
"120033","MÂNCIO LIMA","AC","02/2020","188"
"120033","MÂNCIO LIMA","AC","11/2020","188"
"120033","MÂNCIO LIMA","AC","06/2020","189"
"120033","MÂNCIO LIMA","AC","10/2020","189"
"120033","MÂNCIO LIMA","AC","01/2020","191"
"120033","MÂNCIO LIMA","AC","04/2020","188"
"120033","MÂNCIO LIMA","AC","05/2020","188"
"120033","MÂNCIO LIMA","AC","08/2020","188"
"120033","MÂNCIO LIMA","AC","12/2020","187"
"120033","MÂNCIO LIMA","AC","07/2020","187"
"120034","MANOEL URBANO","AC","04/2020","119"
"120034","MANOEL URBANO","AC","10/2020","127"
"120034","MANOEL URBANO","AC","03/2020","119"
"120034","MANOEL URBANO","AC","02/2020","119"
"120034","MANOEL URBANO","AC","01/2020","123"
"120034","MANOEL URBANO","AC","12/2020","124"
"120034","MANOEL URBANO","AC","05/2020","120"
"120034","MANOEL URBANO","AC","06/2020","123"
"120034","MANOEL URBANO","AC","07/2020","124"
"120034","MANOEL URBANO","AC","08/2020","125"
"120034","MANOEL URBANO","AC","09/2020","126"
"120034","MANOEL URBANO","AC","11/2020","128"
"120035","MARECHAL THAUMATURGO","AC","10/2020","32"
"120035","MARECHAL THAUMATURGO","AC","09/2020","32"
"120035","MARECHAL THAUMATURGO","AC","11/2020","32"
"120035","MARECHAL THAUMATURGO","AC","01/2020","28"
"120035","MARECHAL THAUMATURGO","AC","02/2020","29"
"120035","MARECHAL THAUMATURGO","AC","12/2020","31"
"120035","MARECHAL THAUMATURGO","AC","03/2020","30"
"120035","MARECHAL THAUMATURGO","AC","04/2020","30"
"120035","MARECHAL THAUMATURGO","AC","05/2020","30"
"120035","MARECHAL THAUMATURGO","AC","06/2020","32"
"120035","MARECHAL THAUMATURGO","AC","07/2020","31"
"120035","MARECHAL THAUMATURGO","AC","08/2020","32"
"120038","PLÁCIDO DE CASTRO","AC","03/2020","261"
"120038","PLÁCIDO DE CASTRO","AC","02/2020","260"
"120038","PLÁCIDO DE CASTRO","AC","01/2020","252"
"120038","PLÁCIDO DE CASTRO","AC","12/2020","275"
"120038","PLÁCIDO DE CASTRO","AC","10/2020","263"
"120038","PLÁCIDO DE CASTRO","AC","09/2020","264"
"120038","PLÁCIDO DE CASTRO","AC","08/2020","265"
"120038","PLÁCIDO DE CASTRO","AC","07/2020","256"
"120038","PLÁCIDO DE CASTRO","AC","05/2020","257"
"120038","PLÁCIDO DE CASTRO","AC","04/2020","260"
"120038","PLÁCIDO DE CASTRO","AC","06/2020","257"
"120038","PLÁCIDO DE CASTRO","AC","11/2020","276"
"120039","PORTO WALTER","AC","12/2020","28"
"120039","PORTO WALTER","AC","02/2020","26"
"120039","PORTO WALTER","AC","03/2020","27"
"120039","PORTO WALTER","AC","11/2020","28"
"120039","PORTO WALTER","AC","07/2020","29"
"120039","PORTO WALTER","AC","09/2020","28"
"120039","PORTO WALTER","AC","06/2020","29"
"120039","PORTO WALTER","AC","05/2020","28"
"120039","PORTO WALTER","AC","04/2020","28"
"120039","PORTO WALTER","AC","01/2020","26"
"120039","PORTO WALTER","AC","10/2020","28"
"120039","PORTO WALTER","AC","08/2020","28"
"120040","RIO BRANCO","AC","02/2020","9505"
"120040","RIO BRANCO","AC","08/2020","9643"
"120040","RIO BRANCO","AC","12/2020","9525"
"120040","RIO BRANCO","AC","11/2020","9597"
"120040","RIO BRANCO","AC","10/2020","9592"
"120040","RIO BRANCO","AC","09/2020","9636"
"120040","RIO BRANCO","AC","07/2020","9621"
"120040","RIO BRANCO","AC","06/2020","9621"
"120040","RIO BRANCO","AC","05/2020","9540"
"120040","RIO BRANCO","AC","04/2020","9532"
"120040","RIO BRANCO","AC","03/2020","9533"
"120040","RIO BRANCO","AC","01/2020","9589"
"120042","RODRIGUES ALVES","AC","04/2020","40"
"120042","RODRIGUES ALVES","AC","03/2020","40"
"120042","RODRIGUES ALVES","AC","02/2020","38"
"120042","RODRIGUES ALVES","AC","01/2020","37"
"120042","RODRIGUES ALVES","AC","10/2020","39"
"120042","RODRIGUES ALVES","AC","11/2020","39"
"120042","RODRIGUES ALVES","AC","09/2020","38"
"120042","RODRIGUES ALVES","AC","12/2020","38"
"120042","RODRIGUES ALVES","AC","08/2020","38"
"120042","RODRIGUES ALVES","AC","07/2020","38"
"120042","RODRIGUES ALVES","AC","06/2020","39"
"120042","RODRIGUES ALVES","AC","05/2020","40"
"120043","SANTA ROSA DO PURUS","AC","09/2020","3"
"120043","SANTA ROSA DO PURUS","AC","02/2020","3"
"120043","SANTA ROSA DO PURUS","AC","11/2020","3"
"120043","SANTA ROSA DO PURUS","AC","03/2020","3"
"120043","SANTA ROSA DO PURUS","AC","01/2020","3"
"120043","SANTA ROSA DO PURUS","AC","04/2020","3"
"120043","SANTA ROSA DO PURUS","AC","10/2020","3"
"120043","SANTA ROSA DO PURUS","AC","12/2020","3"
"120043","SANTA ROSA DO PURUS","AC","07/2020","3"
"120043","SANTA ROSA DO PURUS","AC","08/2020","3"
"120043","SANTA ROSA DO PURUS","AC","05/2020","3"
"120043","SANTA ROSA DO PURUS","AC","06/2020","3"
"120045","SENADOR GUIOMARD","AC","11/2020","347"
"120045","SENADOR GUIOMARD","AC","12/2020","343"
"120045","SENADOR GUIOMARD","AC","10/2020","347"
"120045","SENADOR GUIOMARD","AC","08/2020","347"
"120045","SENADOR GUIOMARD","AC","07/2020","348"
"120045","SENADOR GUIOMARD","AC","06/2020","354"
"120045","SENADOR GUIOMARD","AC","05/2020","352"
"120045","SENADOR GUIOMARD","AC","04/2020","355"
"120045","SENADOR GUIOMARD","AC","03/2020","355"
"120045","SENADOR GUIOMARD","AC","02/2020","349"
"120045","SENADOR GUIOMARD","AC","01/2020","361"
"120045","SENADOR GUIOMARD","AC","09/2020","347"
"120050","SENA MADUREIRA","AC","07/2020","979"
"120050","SENA MADUREIRA","AC","11/2020","979"
"120050","SENA MADUREIRA","AC","10/2020","982"
"120050","SENA MADUREIRA","AC","09/2020","978"
"120050","SENA MADUREIRA","AC","08/2020","978"
"120050","SENA MADUREIRA","AC","05/2020","977"
"120050","SENA MADUREIRA","AC","12/2020","972"
"120050","SENA MADUREIRA","AC","06/2020","984"
"120050","SENA MADUREIRA","AC","03/2020","970"
"120050","SENA MADUREIRA","AC","02/2020","971"
"120050","SENA MADUREIRA","AC","01/2020","977"
"120050","SENA MADUREIRA","AC","04/2020","975"
"120060","TARAUACÁ","AC","10/2020","1217"
"120060","TARAUACÁ","AC","08/2020","1207"
"120060","TARAUACÁ","AC","07/2020","1201"
"120060","TARAUACÁ","AC","02/2020","1189"
"120060","TARAUACÁ","AC","04/2020","1196"
"120060","TARAUACÁ","AC","06/2020","1199"
"120060","TARAUACÁ","AC","03/2020","1190"
"120060","TARAUACÁ","AC","05/2020","1196"
"120060","TARAUACÁ","AC","11/2020","1209"
"120060","TARAUACÁ","AC","09/2020","1209"
"120060","TARAUACÁ","AC","12/2020","1200"
"120060","TARAUACÁ","AC","01/2020","1193"
"120070","XAPURI","AC","07/2020","309"
"120070","XAPURI","AC","10/2020","307"
"120070","XAPURI","AC","11/2020","307"
"120070","XAPURI","AC","09/2020","308"
"120070","XAPURI","AC","12/2020","305"
"120070","XAPURI","AC","08/2020","307"
"120070","XAPURI","AC","06/2020","310"
"120070","XAPURI","AC","05/2020","309"
"120070","XAPURI","AC","04/2020","312"
"120070","XAPURI","AC","02/2020","313"
"120070","XAPURI","AC","01/2020","319"
"120070","XAPURI","AC","03/2020","313"
"120080","PORTO ACRE","AC","03/2020","101"
"120080","PORTO ACRE","AC","11/2020","108"
"120080","PORTO ACRE","AC","07/2020","108"
"120080","PORTO ACRE","AC","01/2020","99"
"120080","PORTO ACRE","AC","08/2020","109"
"120080","PORTO ACRE","AC","10/2020","109"
"120080","PORTO ACRE","AC","12/2020","107"
"120080","PORTO ACRE","AC","04/2020","102"
"120080","PORTO ACRE","AC","09/2020","109"
"120080","PORTO ACRE","AC","05/2020","103"
"120080","PORTO ACRE","AC","06/2020","105"
"120080","PORTO ACRE","AC","02/2020","100"
"270010","ÁGUA BRANCA","AL","10/2020","457"
"270010","ÁGUA BRANCA","AL","05/2020","465"
"270010","ÁGUA BRANCA","AL","04/2020","464"
"270010","ÁGUA BRANCA","AL","06/2020","464"
"270010","ÁGUA BRANCA","AL","07/2020","464"
"270010","ÁGUA BRANCA","AL","08/2020","463"
"270010","ÁGUA BRANCA","AL","09/2020","459"
"270010","ÁGUA BRANCA","AL","11/2020","456"
"270010","ÁGUA BRANCA","AL","01/2020","467"
"270010","ÁGUA BRANCA","AL","12/2020","455"
"270010","ÁGUA BRANCA","AL","03/2020","463"
"270010","ÁGUA BRANCA","AL","02/2020","462"
"270020","ANADIA","AL","12/2020","231"
"270020","ANADIA","AL","02/2020","228"
"270020","ANADIA","AL","07/2020","232"
"270020","ANADIA","AL","10/2020","232"
"270020","ANADIA","AL","01/2020","232"
"270020","ANADIA","AL","06/2020","232"
"270020","ANADIA","AL","09/2020","233"
"270020","ANADIA","AL","08/2020","233"
"270020","ANADIA","AL","03/2020","231"
"270020","ANADIA","AL","04/2020","232"
"270020","ANADIA","AL","05/2020","232"
"270020","ANADIA","AL","11/2020","232"
"270030","ARAPIRACA","AL","05/2020","5755"
"270030","ARAPIRACA","AL","09/2020","5713"
"270030","ARAPIRACA","AL","01/2020","5670"
"270030","ARAPIRACA","AL","11/2020","5700"
"270030","ARAPIRACA","AL","10/2020","5696"
"270030","ARAPIRACA","AL","08/2020","5717"
"270030","ARAPIRACA","AL","07/2020","5722"
"270030","ARAPIRACA","AL","06/2020","5749"
"270030","ARAPIRACA","AL","12/2020","5672"
"270030","ARAPIRACA","AL","04/2020","5739"
"270030","ARAPIRACA","AL","03/2020","5519"
"270030","ARAPIRACA","AL","02/2020","5526"
"270040","ATALAIA","AL","03/2020","1244"
"270040","ATALAIA","AL","12/2020","1279"
"270040","ATALAIA","AL","11/2020","1267"
"270040","ATALAIA","AL","08/2020","1258"
"270040","ATALAIA","AL","07/2020","1252"
"270040","ATALAIA","AL","06/2020","1258"
"270040","ATALAIA","AL","05/2020","1254"
"270040","ATALAIA","AL","02/2020","1234"
"270040","ATALAIA","AL","01/2020","1248"
"270040","ATALAIA","AL","09/2020","1265"
"270040","ATALAIA","AL","10/2020","1265"
"270040","ATALAIA","AL","04/2020","1247"
"270050","BARRA DE SANTO ANTÔNIO","AL","12/2020","120"
"270050","BARRA DE SANTO ANTÔNIO","AL","03/2020","112"
"270050","BARRA DE SANTO ANTÔNIO","AL","10/2020","118"
"270050","BARRA DE SANTO ANTÔNIO","AL","01/2020","116"
"270050","BARRA DE SANTO ANTÔNIO","AL","02/2020","112"
"270050","BARRA DE SANTO ANTÔNIO","AL","11/2020","117"
"270050","BARRA DE SANTO ANTÔNIO","AL","05/2020","115"
"270050","BARRA DE SANTO ANTÔNIO","AL","09/2020","116"
"270050","BARRA DE SANTO ANTÔNIO","AL","07/2020","114"
"270050","BARRA DE SANTO ANTÔNIO","AL","04/2020","113"
"270050","BARRA DE SANTO ANTÔNIO","AL","08/2020","115"
"270050","BARRA DE SANTO ANTÔNIO","AL","06/2020","116"
"270060","BARRA DE SÃO MIGUEL","AL","06/2020","62"
"270060","BARRA DE SÃO MIGUEL","AL","01/2020","63"
"270060","BARRA DE SÃO MIGUEL","AL","12/2020","59"
"270060","BARRA DE SÃO MIGUEL","AL","10/2020","60"
"270060","BARRA DE SÃO MIGUEL","AL","04/2020","61"
"270060","BARRA DE SÃO MIGUEL","AL","11/2020","60"
"270060","BARRA DE SÃO MIGUEL","AL","09/2020","61"
"270060","BARRA DE SÃO MIGUEL","AL","08/2020","61"
"270060","BARRA DE SÃO MIGUEL","AL","05/2020","62"
"270060","BARRA DE SÃO MIGUEL","AL","02/2020","61"
"270060","BARRA DE SÃO MIGUEL","AL","03/2020","61"
"270060","BARRA DE SÃO MIGUEL","AL","07/2020","62"
"270070","BATALHA","AL","05/2020","641"
"270070","BATALHA","AL","09/2020","634"
"270070","BATALHA","AL","02/2020","634"
"270070","BATALHA","AL","04/2020","640"
"270070","BATALHA","AL","07/2020","638"
"270070","BATALHA","AL","01/2020","641"
"270070","BATALHA","AL","03/2020","635"
"270070","BATALHA","AL","11/2020","631"
"270070","BATALHA","AL","08/2020","637"
"270070","BATALHA","AL","12/2020","628"
"270070","BATALHA","AL","10/2020","633"
"270070","BATALHA","AL","06/2020","641"
"270080","BELÉM","AL","09/2020","31"
"270080","BELÉM","AL","01/2020","31"
"270080","BELÉM","AL","02/2020","31"
"270080","BELÉM","AL","03/2020","30"
"270080","BELÉM","AL","08/2020","32"
"270080","BELÉM","AL","12/2020","31"
"270080","BELÉM","AL","11/2020","30"
"270080","BELÉM","AL","04/2020","30"
"270080","BELÉM","AL","05/2020","30"
"270080","BELÉM","AL","10/2020","31"
"270080","BELÉM","AL","06/2020","30"
"270080","BELÉM","AL","07/2020","30"
"270090","BELO MONTE","AL","05/2020","15"
"270090","BELO MONTE","AL","12/2020","17"
"270090","BELO MONTE","AL","09/2020","16"
"270090","BELO MONTE","AL","03/2020","15"
"270090","BELO MONTE","AL","08/2020","16"
"270090","BELO MONTE","AL","07/2020","16"
"270090","BELO MONTE","AL","06/2020","15"
"270090","BELO MONTE","AL","02/2020","15"
"270090","BELO MONTE","AL","10/2020","17"
"270090","BELO MONTE","AL","11/2020","17"
"270090","BELO MONTE","AL","04/2020","15"
"270090","BELO MONTE","AL","01/2020","15"
"270100","BOCA DA MATA","AL","07/2020","825"
"270100","BOCA DA MATA","AL","06/2020","825"
"270100","BOCA DA MATA","AL","05/2020","823"
"270100","BOCA DA MATA","AL","04/2020","814"
"270100","BOCA DA MATA","AL","03/2020","815"
"270100","BOCA DA MATA","AL","01/2020","817"
"270100","BOCA DA MATA","AL","11/2020","842"
"270100","BOCA DA MATA","AL","12/2020","838"
"270100","BOCA DA MATA","AL","02/2020","815"
"270100","BOCA DA MATA","AL","10/2020","836"
"270100","BOCA DA MATA","AL","09/2020","831"
"270100","BOCA DA MATA","AL","08/2020","825"
"270110","BRANQUINHA","AL","12/2020","85"
"270110","BRANQUINHA","AL","02/2020","96"
"270110","BRANQUINHA","AL","11/2020","86"
"270110","BRANQUINHA","AL","10/2020","95"
"270110","BRANQUINHA","AL","06/2020","96"
"270110","BRANQUINHA","AL","03/2020","95"
"270110","BRANQUINHA","AL","07/2020","96"
"270110","BRANQUINHA","AL","09/2020","95"
"270110","BRANQUINHA","AL","08/2020","97"
"270110","BRANQUINHA","AL","01/2020","97"
"270110","BRANQUINHA","AL","05/2020","97"
"270110","BRANQUINHA","AL","04/2020","97"
"270120","CACIMBINHAS","AL","02/2020","181"
"270120","CACIMBINHAS","AL","08/2020","188"
"270120","CACIMBINHAS","AL","12/2020","183"
"270120","CACIMBINHAS","AL","11/2020","186"
"270120","CACIMBINHAS","AL","10/2020","186"
"270120","CACIMBINHAS","AL","09/2020","188"
"270120","CACIMBINHAS","AL","07/2020","188"
"270120","CACIMBINHAS","AL","06/2020","191"
"270120","CACIMBINHAS","AL","05/2020","190"
"270120","CACIMBINHAS","AL","04/2020","188"
"270120","CACIMBINHAS","AL","03/2020","185"
"270120","CACIMBINHAS","AL","01/2020","182"
"270130","CAJUEIRO","AL","04/2020","175"
"270130","CAJUEIRO","AL","07/2020","176"
"270130","CAJUEIRO","AL","02/2020","171"
"270130","CAJUEIRO","AL","10/2020","186"
"270130","CAJUEIRO","AL","08/2020","178"
"270130","CAJUEIRO","AL","11/2020","188"
"270130","CAJUEIRO","AL","01/2020","176"
"270130","CAJUEIRO","AL","06/2020","172"
"270130","CAJUEIRO","AL","12/2020","192"
"270130","CAJUEIRO","AL","03/2020","173"
"270130","CAJUEIRO","AL","09/2020","183"
"270130","CAJUEIRO","AL","05/2020","172"
"270135","CAMPESTRE","AL","06/2020","75"
"270135","CAMPESTRE","AL","12/2020","69"
"270135","CAMPESTRE","AL","01/2020","72"
"270135","CAMPESTRE","AL","08/2020","74"
"270135","CAMPESTRE","AL","11/2020","69"
"270135","CAMPESTRE","AL","09/2020","73"
"270135","CAMPESTRE","AL","10/2020","70"
"270135","CAMPESTRE","AL","07/2020","75"
"270135","CAMPESTRE","AL","05/2020","74"
"270135","CAMPESTRE","AL","04/2020","72"
"270135","CAMPESTRE","AL","03/2020","72"
"270135","CAMPESTRE","AL","02/2020","71"
"270140","CAMPO ALEGRE","AL","06/2020","866"
"270140","CAMPO ALEGRE","AL","12/2020","859"
"270140","CAMPO ALEGRE","AL","10/2020","867"
"270140","CAMPO ALEGRE","AL","11/2020","864"
"270140","CAMPO ALEGRE","AL","09/2020","866"
"270140","CAMPO ALEGRE","AL","08/2020","862"
"270140","CAMPO ALEGRE","AL","07/2020","863"
"270140","CAMPO ALEGRE","AL","05/2020","871"
"270140","CAMPO ALEGRE","AL","04/2020","863"
"270140","CAMPO ALEGRE","AL","03/2020","860"
"270140","CAMPO ALEGRE","AL","01/2020","857"
"270140","CAMPO ALEGRE","AL","02/2020","859"
"270150","CAMPO GRANDE","AL","02/2020","200"
"270150","CAMPO GRANDE","AL","05/2020","203"
"270150","CAMPO GRANDE","AL","10/2020","202"
"270150","CAMPO GRANDE","AL","03/2020","200"
"270150","CAMPO GRANDE","AL","12/2020","198"
"270150","CAMPO GRANDE","AL","04/2020","202"
"270150","CAMPO GRANDE","AL","09/2020","203"
"270150","CAMPO GRANDE","AL","06/2020","203"
"270150","CAMPO GRANDE","AL","11/2020","199"
"270150","CAMPO GRANDE","AL","08/2020","203"
"270150","CAMPO GRANDE","AL","01/2020","202"
"270150","CAMPO GRANDE","AL","07/2020","203"
"270160","CANAPI","AL","09/2020","397"
"270160","CANAPI","AL","04/2020","398"
"270160","CANAPI","AL","08/2020","396"
"270160","CANAPI","AL","03/2020","396"
"270160","CANAPI","AL","11/2020","396"
"270160","CANAPI","AL","07/2020","397"
"270160","CANAPI","AL","10/2020","395"
"270160","CANAPI","AL","12/2020","396"
"270160","CANAPI","AL","01/2020","399"
"270160","CANAPI","AL","02/2020","396"
"270160","CANAPI","AL","06/2020","398"
"270160","CANAPI","AL","05/2020","398"
"270170","CAPELA","AL","03/2020","521"
"270170","CAPELA","AL","04/2020","520"
"270170","CAPELA","AL","05/2020","524"
"270170","CAPELA","AL","11/2020","516"
"270170","CAPELA","AL","06/2020","521"
"270170","CAPELA","AL","10/2020","515"
"270170","CAPELA","AL","12/2020","517"
"270170","CAPELA","AL","08/2020","519"
"270170","CAPELA","AL","09/2020","518"
"270170","CAPELA","AL","01/2020","513"
"270170","CAPELA","AL","07/2020","521"
"270170","CAPELA","AL","02/2020","519"
"270180","CARNEIROS","AL","09/2020","56"
"270180","CARNEIROS","AL","12/2020","41"
"270180","CARNEIROS","AL","07/2020","55"
"270180","CARNEIROS","AL","04/2020","54"
"270180","CARNEIROS","AL","11/2020","50"
"270180","CARNEIROS","AL","06/2020","55"
"270180","CARNEIROS","AL","05/2020","55"
"270180","CARNEIROS","AL","10/2020","56"
"270180","CARNEIROS","AL","01/2020","57"
"270180","CARNEIROS","AL","03/2020","54"
"270180","CARNEIROS","AL","08/2020","57"
"270180","CARNEIROS","AL","02/2020","55"
"270190","CHÃ PRETA","AL","11/2020","77"
"270190","CHÃ PRETA","AL","05/2020","78"
"270190","CHÃ PRETA","AL","02/2020","78"
"270190","CHÃ PRETA","AL","04/2020","78"
"270190","CHÃ PRETA","AL","03/2020","79"
"270190","CHÃ PRETA","AL","01/2020","78"
"270190","CHÃ PRETA","AL","12/2020","77"
"270190","CHÃ PRETA","AL","09/2020","77"
"270190","CHÃ PRETA","AL","07/2020","77"
"270190","CHÃ PRETA","AL","10/2020","77"
"270190","CHÃ PRETA","AL","08/2020","77"
"270190","CHÃ PRETA","AL","06/2020","77"
"270200","COITÉ DO NÓIA","AL","02/2020","89"
"270200","COITÉ DO NÓIA","AL","08/2020","92"
"270200","COITÉ DO NÓIA","AL","03/2020","89"
"270200","COITÉ DO NÓIA","AL","01/2020","90"
"270200","COITÉ DO NÓIA","AL","04/2020","90"
"270200","COITÉ DO NÓIA","AL","05/2020","91"
"270200","COITÉ DO NÓIA","AL","06/2020","92"
"270200","COITÉ DO NÓIA","AL","07/2020","93"
"270200","COITÉ DO NÓIA","AL","09/2020","93"
"270200","COITÉ DO NÓIA","AL","10/2020","94"
"270200","COITÉ DO NÓIA","AL","12/2020","92"
"270200","COITÉ DO NÓIA","AL","11/2020","93"
"270210","COLÔNIA LEOPOLDINA","AL","04/2020","280"
"270210","COLÔNIA LEOPOLDINA","AL","01/2020","281"
"270210","COLÔNIA LEOPOLDINA","AL","03/2020","280"
"270210","COLÔNIA LEOPOLDINA","AL","06/2020","286"
"270210","COLÔNIA LEOPOLDINA","AL","02/2020","276"
"270210","COLÔNIA LEOPOLDINA","AL","07/2020","285"
"270210","COLÔNIA LEOPOLDINA","AL","05/2020","287"
"270210","COLÔNIA LEOPOLDINA","AL","09/2020","291"
"270210","COLÔNIA LEOPOLDINA","AL","08/2020","287"
"270210","COLÔNIA LEOPOLDINA","AL","11/2020","294"
"270210","COLÔNIA LEOPOLDINA","AL","12/2020","299"
"270210","COLÔNIA LEOPOLDINA","AL","10/2020","290"
"270220","COQUEIRO SECO","AL","06/2020","141"
"270220","COQUEIRO SECO","AL","10/2020","141"
"270220","COQUEIRO SECO","AL","07/2020","141"
"270220","COQUEIRO SECO","AL","08/2020","141"
"270220","COQUEIRO SECO","AL","09/2020","141"
"270220","COQUEIRO SECO","AL","01/2020","141"
"270220","COQUEIRO SECO","AL","11/2020","140"
"270220","COQUEIRO SECO","AL","12/2020","138"
"270220","COQUEIRO SECO","AL","02/2020","141"
"270220","COQUEIRO SECO","AL","03/2020","139"
"270220","COQUEIRO SECO","AL","04/2020","141"
"270220","COQUEIRO SECO","AL","05/2020","142"
"270230","CORURIPE","AL","03/2020","1278"
"270230","CORURIPE","AL","12/2020","1283"
"270230","CORURIPE","AL","01/2020","1294"
"270230","CORURIPE","AL","08/2020","1284"
"270230","CORURIPE","AL","06/2020","1285"
"270230","CORURIPE","AL","04/2020","1284"
"270230","CORURIPE","AL","07/2020","1282"
"270230","CORURIPE","AL","09/2020","1284"
